epoch,epoch_at_log,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,grad_norm,learning_rate,loss,step,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
0.06589785831960461,0.06589785831960461,,,,,0.3670188784599304,8e-05,1.8502880096435548,5,,,,,
0.13179571663920922,0.13179571663920922,,,,,0.4063633680343628,0.00018,1.5943307876586914,10,,,,,
0.19769357495881384,0.19769357495881384,,,,,0.917181134223938,0.00019436619718309861,1.2988442420959472,15,,,,,
0.26359143327841844,0.26359143327841844,,,,,0.3609538972377777,0.00018732394366197184,1.2176257133483888,20,,,,,
0.26359143327841844,0.26359143327841844,1.0855576992034912,236.7533,0.287,0.287,,,,20,,,,,
0.32948929159802304,0.32948929159802304,,,,,0.33600202202796936,0.00018028169014084507,1.080892276763916,25,,,,,
0.3953871499176277,0.3953871499176277,,,,,0.36937859654426575,0.0001732394366197183,1.0338461875915528,30,,,,,
0.4612850082372323,0.4612850082372323,,,,,0.3357416093349457,0.00016619718309859155,1.0720013618469237,35,,,,,
0.5271828665568369,0.5271828665568369,,,,,0.342197060585022,0.0001591549295774648,1.0159107208251954,40,,,,,
0.5271828665568369,0.5271828665568369,0.9887948632240295,229.1266,0.297,0.297,,,,40,,,,,
0.5930807248764415,0.5930807248764415,,,,,0.3384760022163391,0.00015211267605633804,1.02542085647583,45,,,,,
0.6589785831960461,0.6589785831960461,,,,,0.3751607835292816,0.0001450704225352113,1.090157699584961,50,,,,,
0.7248764415156508,0.7248764415156508,,,,,0.4067569971084595,0.00013802816901408452,1.081437587738037,55,,,,,
0.7907742998352554,0.7907742998352554,,,,,0.3561207950115204,0.00013098591549295775,1.027668285369873,60,,,,,
0.7907742998352554,0.7907742998352554,0.9666468501091003,230.3759,0.295,0.295,,,,60,,,,,
0.85667215815486,0.85667215815486,,,,,0.3805306553840637,0.00012394366197183098,0.9999713897705078,65,,,,,
0.9225700164744646,0.9225700164744646,,,,,0.4365078806877136,0.00011690140845070423,1.0105809211730956,70,,,,,
0.9884678747940692,0.9884678747940692,,,,,0.38367918133735657,0.00010985915492957747,1.0286534309387207,75,,,,,
1.0527182866556837,1.0527182866556837,,,,,0.4159315526485443,0.0001028169014084507,0.9249668121337891,80,,,,,
1.0527182866556837,1.0527182866556837,0.9489007592201233,229.2063,0.297,0.297,,,,80,,,,,
1.1186161449752883,1.1186161449752883,,,,,0.4439350664615631,9.577464788732394e-05,0.940549087524414,85,,,,,
1.1845140032948929,1.1845140032948929,,,,,0.5080618858337402,8.873239436619719e-05,0.982476806640625,90,,,,,
1.2504118616144975,1.2504118616144975,,,,,0.41936054825782776,8.169014084507043e-05,0.9001084327697754,95,,,,,
1.316309719934102,1.316309719934102,,,,,0.47488531470298767,7.464788732394367e-05,0.9162492752075195,100,,,,,
1.316309719934102,1.316309719934102,0.9379395246505737,229.2453,0.297,0.297,,,,100,,,,,
1.3822075782537069,1.3822075782537069,,,,,0.4742397665977478,6.76056338028169e-05,0.8951739311218262,105,,,,,
1.4481054365733113,1.4481054365733113,,,,,0.5571161508560181,6.056338028169014e-05,0.8796627044677734,110,,,,,
1.514003294892916,1.514003294892916,,,,,0.49397262930870056,5.352112676056338e-05,0.8983449935913086,115,,,,,
1.5799011532125204,1.5799011532125204,,,,,0.6201619505882263,4.647887323943662e-05,0.9813390731811523,120,,,,,
1.5799011532125204,1.5799011532125204,0.9341628551483154,228.4214,0.298,0.298,,,,120,,,,,
1.6457990115321253,1.6457990115321253,,,,,0.5194724202156067,3.943661971830986e-05,0.9228960990905761,125,,,,,
1.7116968698517299,1.7116968698517299,,,,,0.5909683108329773,3.23943661971831e-05,0.8803376197814942,130,,,,,
1.7775947281713345,1.7775947281713345,,,,,0.565002977848053,2.535211267605634e-05,0.8174102783203125,135,,,,,
1.843492586490939,1.843492586490939,,,,,0.5653344392776489,1.830985915492958e-05,0.8636041641235351,140,,,,,
1.843492586490939,1.843492586490939,0.9282684326171875,193.2231,0.352,0.352,,,,140,,,,,
1.9093904448105437,1.9093904448105437,,,,,0.5806331634521484,1.1267605633802817e-05,0.9303353309631348,145,,,,,
1.9752883031301482,1.9752883031301482,,,,,0.6160691976547241,4.225352112676056e-06,0.9586642265319825,150,,,,,
2.0,2.0,0.9270253777503967,189.6289,0.359,0.359,,,,152,,,,,
2.0,2.0,,,,,,,,152,1.40390268152832e+16,1.0352894436371953,26310.491,0.046,0.006
2.039538714991763,2.039538714991763,,,,,0.5985355377197266,6.788990825688074e-05,0.8533151944478353,155,,,,,
2.1054365733113674,2.1054365733113674,,,,,0.6035707592964172,6.330275229357799e-05,0.861788558959961,160,,,,,
2.1054365733113674,2.1054365733113674,0.9281530976295471,266.403,0.255,0.255,,,,160,,,,,
2.171334431630972,2.171334431630972,,,,,0.6831854581832886,5.8715596330275236e-05,0.8078898429870606,165,,,,,
2.2372322899505765,2.2372322899505765,,,,,0.6341217756271362,5.4128440366972475e-05,0.8799113273620606,170,,,,,
2.3031301482701814,2.3031301482701814,,,,,0.7890821695327759,4.954128440366973e-05,0.8047636985778809,175,,,,,
2.3690280065897857,2.3690280065897857,,,,,0.7131935954093933,4.4954128440366975e-05,0.8355668067932129,180,,,,,
2.3690280065897857,2.3690280065897857,0.9370284676551819,284.9742,0.239,0.239,,,,180,,,,,
2.4349258649093906,2.4349258649093906,,,,,0.8035931587219238,4.036697247706422e-05,0.7878830432891846,185,,,,,
